today_close,predicted_next_close,actual_next_close,signal,actual_return_pct,equity_curve
20.63,18.663843,20.51,SELL,-0.5816771691710977,0.5908089323819785
20.51,18.660166,21.14,SELL,3.0716723549488005,0.5726612177354331
21.14,18.64939,20.59,SELL,-2.601702932828764,0.5875601614324287
20.59,18.655502,19.87,SELL,-3.496843127731903,0.6081062185587691
19.87,18.643688,19.83,SELL,-0.20130850528436184,0.6093303880978911
19.83,18.500736,19.41,SELL,-2.118003025718599,0.6222360241544274
19.41,18.36894,19.75,SELL,1.7516743946419364,0.6113364750450763
19.75,18.208788,18.4,SELL,-6.835443037974691,0.6531240315671448
18.4,18.006071,18.4,SELL,0.0,0.6531240315671448
18.4,17.803497,19.32,SELL,5.00000000000001,0.6204678299887876
19.32,17.590078,18.78,SELL,-2.795031055900617,0.6378100985288468
18.78,17.470612,18.57,SELL,-1.1182108626198128,0.6449421603334825
18.57,17.329096,18.82,SELL,1.3462574044157243,0.6362595787457942
18.82,17.231548,19.83,SELL,5.366631243358119,0.6021138734039636
19.83,17.189936,20.17,SELL,1.7145738779627002,0.5917901862149898
20.17,17.209574,19.92,SELL,-1.2394645513138323,0.5991252157912786
19.92,17.33431,19.41,SELL,-2.560240963855429,0.6144642649907542
19.41,17.448017,19.24,SELL,-0.8758371973209774,0.6198459715877882
19.24,17.493307,19.24,SELL,0.0,0.6198459715877882
19.24,17.555748,19.32,SELL,0.4158004158004254,0.617268649460604
19.32,17.524708,18.99,SELL,-1.7080745341615002,0.6278120580694032
18.99,17.50169,17.72,SELL,-6.6877303844128475,0.6697984358339183
17.72,17.342882,17.72,SELL,0.0,0.6697984358339183
17.72,17.169243,18.44,SELL,4.063205417607238,0.642583149502066
18.44,16.95905,18.57,SELL,0.7049891540130098,0.6380530079925611
18.57,16.77382,18.06,SELL,-2.7463651050080857,0.6555762731555232
18.06,16.638683,19.28,SELL,6.755260243632351,0.6112903898083616
19.28,16.565079,20.59,SELL,6.794605809128623,0.5697556174717976
20.59,16.563103,20.84,SELL,1.2141816415735796,0.5628377493626209
20.84,16.796762,21.18,SELL,1.6314779270633393,0.5536551757165896
21.18,17.086811,20.84,SELL,-1.605288007554296,0.5625429358555718
20.84,17.439167,21.94,SELL,5.278310940499047,0.5328501705273027
21.94,17.720726,21.56,SELL,-1.7319963536918985,0.5420791160514766
21.56,18.057045,20.55,SELL,-4.6846011131725325,0.5674733603562999
20.55,18.234488,20.76,SELL,1.0218978102189822,0.5616743625132428
20.76,18.409212,20.51,SELL,-1.2042389210019266,0.5684382637959167
20.51,18.45282,19.2,SELL,-6.387128230131654,0.6047451446136959
19.2,18.338099,19.07,SELL,-0.6770833333333282,0.6088397731970178
19.07,18.127954,18.61,SELL,-2.4121657052962813,0.6235259974062799
18.61,17.85484,18.57,SELL,-0.21493820526598145,0.6248661929944718
18.57,17.581161,19.07,SELL,2.6925148088314486,0.6080415782127143
19.07,17.314241,18.48,SELL,-3.093864708966963,0.6268535620168831
18.48,17.049448,19.16,SELL,3.679653679653678,0.6037875218560887
19.16,16.880043,19.07,SELL,-0.4697286012526089,0.6066236845370411
19.07,16.748129,18.74,SELL,-1.7304667016255997,0.6171211054021289
18.74,16.717358,17.89,SELL,-4.535752401280671,0.6451121907592159
